id,Classic,Deal,Flex,Saver
84278,0.16,0.52,0.03,0.29
84279,0.25,0.31,0.28,0.16
84280,0.61,0.15,0.03,0.21
84281,0.56,0.06,0.18,0.20
84282,0.12,0.61,0.00,0.26
84283,0.50,0.18,0.02,0.30
84284,0.43,0.30,0.07,0.21
84285,0.48,0.14,0.09,0.28
84286,0.55,0.21,0.01,0.23
84287,0.16,0.52,0.03,0.29
84288,0.59,0.19,0.09,0.14
84289,0.59,0.19,0.09,0.14
84290,0.56,0.06,0.18,0.20
84291,0.50,0.18,0.02,0.30
84292,0.25,0.31,0.28,0.16
84293,0.48,0.14,0.09,0.28
84294,0.13,0.70,0.01,0.16
84295,0.50,0.18,0.02,0.30
84296,0.46,0.16,0.05,0.33
84297,0.58,0.15,0.06,0.21
84298,0.12,0.56,0.01,0.30
84299,0.54,0.22,0.04,0.20
84300,0.56,0.06,0.18,0.20
84301,0.56,0.06,0.18,0.20
84302,0.59,0.19,0.09,0.14
84303,0.43,0.30,0.07,0.21
84304,0.55,0.18,0.10,0.17
84305,0.49,0.12,0.13,0.25
84306,0.55,0.18,0.10,0.17
84307,0.14,0.56,0.02,0.28
84308,0.50,0.18,0.02,0.30
84309,0.56,0.06,0.18,0.20
84310,0.48,0.14,0.09,0.28
84311,0.56,0.06,0.18,0.20
84312,0.46,0.16,0.05,0.33
84313,0.55,0.21,0.01,0.23
84314,0.55,0.18,0.10,0.17
84315,0.48,0.14,0.09,0.28
84316,0.17,0.60,0.01,0.22
84317,0.56,0.06,0.18,0.20
84318,0.29,0.27,0.27,0.18
84319,0.12,0.61,0.00,0.26
84320,0.18,0.60,0.01,0.22
84321,0.48,0.14,0.09,0.28
84322,0.56,0.06,0.18,0.20
84323,0.58,0.15,0.06,0.21
84324,0.18,0.60,0.01,0.22
84325,0.14,0.56,0.02,0.28
84326,0.05,0.80,0.04,0.11
84327,0.16,0.69,0.02,0.13
84328,0.49,0.12,0.13,0.25
84329,0.55,0.18,0.10,0.17
84330,0.61,0.15,0.03,0.21
84331,0.50,0.18,0.02,0.30
84332,0.08,0.77,0.01,0.14
84333,0.46,0.16,0.05,0.33
84334,0.50,0.18,0.02,0.30
84335,0.49,0.12,0.13,0.25
84336,0.55,0.21,0.01,0.23
84337,0.55,0.18,0.10,0.17
84338,0.08,0.77,0.01,0.14
84339,0.58,0.15,0.06,0.21
84340,0.55,0.21,0.01,0.23
84341,0.56,0.06,0.18,0.20
84342,0.55,0.18,0.10,0.17
84343,0.50,0.18,0.02,0.30
84344,0.13,0.70,0.01,0.16
84345,0.56,0.06,0.18,0.20
84346,0.55,0.18,0.10,0.17
84347,0.54,0.22,0.04,0.20
84348,0.43,0.30,0.07,0.21
84349,0.49,0.12,0.13,0.25
84350,0.58,0.15,0.06,0.21
84351,0.12,0.61,0.00,0.26
84352,0.12,0.61,0.00,0.26
84353,0.43,0.30,0.07,0.21
84354,0.61,0.15,0.03,0.21
84355,0.55,0.18,0.10,0.17
84356,0.29,0.27,0.27,0.18
84357,0.48,0.14,0.09,0.28
84358,0.55,0.21,0.01,0.23
84359,0.12,0.61,0.00,0.26
84360,0.54,0.22,0.04,0.20
84361,0.48,0.14,0.09,0.28
84362,0.46,0.16,0.05,0.33
84363,0.46,0.16,0.05,0.33
84364,0.13,0.70,0.01,0.16
84365,0.56,0.06,0.18,0.20
84366,0.50,0.18,0.02,0.30
84367,0.08,0.77,0.01,0.14
84368,0.61,0.15,0.03,0.21
84369,0.48,0.14,0.09,0.28
84370,0.25,0.31,0.28,0.16
84371,0.58,0.15,0.06,0.21
84372,0.55,0.18,0.10,0.17
84373,0.12,0.61,0.00,0.26
84374,0.50,0.18,0.02,0.30
84375,0.55,0.21,0.01,0.23
84376,0.48,0.14,0.09,0.28
84377,0.59,0.19,0.09,0.14
84378,0.29,0.27,0.27,0.18
84379,0.29,0.27,0.27,0.18
84380,0.50,0.18,0.02,0.30
84381,0.61,0.15,0.03,0.21
84382,0.56,0.06,0.18,0.20
84383,0.56,0.06,0.18,0.20
84384,0.58,0.15,0.06,0.21
84385,0.49,0.12,0.13,0.25
84386,0.61,0.15,0.03,0.21
84387,0.56,0.06,0.18,0.20
84388,0.55,0.21,0.01,0.23
84389,0.13,0.70,0.01,0.16
84390,0.08,0.77,0.01,0.14
84391,0.56,0.06,0.18,0.20
84392,0.25,0.38,0.06,0.31
84393,0.17,0.60,0.01,0.22
84394,0.08,0.77,0.01,0.14
84395,0.54,0.22,0.04,0.20
84396,0.43,0.30,0.07,0.21
84397,0.58,0.15,0.06,0.21
84398,0.55,0.18,0.10,0.17
84399,0.49,0.12,0.13,0.25
84400,0.55,0.21,0.01,0.23
84401,0.14,0.56,0.02,0.28
84402,0.14,0.56,0.02,0.28
84403,0.16,0.69,0.02,0.13
84404,0.06,0.76,0.05,0.13
84405,0.59,0.19,0.09,0.14
84406,0.08,0.77,0.01,0.14
84407,0.25,0.38,0.06,0.31
84408,0.25,0.31,0.28,0.16
84409,0.12,0.61,0.00,0.26
84410,0.59,0.19,0.09,0.14
84411,0.58,0.15,0.06,0.21
84412,0.58,0.15,0.06,0.21
84413,0.55,0.21,0.01,0.23
84414,0.29,0.27,0.27,0.18
84415,0.46,0.16,0.05,0.33
84416,0.56,0.06,0.18,0.20
84417,0.46,0.16,0.05,0.33
84418,0.46,0.16,0.05,0.33
84419,0.25,0.38,0.06,0.31
84420,0.59,0.19,0.09,0.14
84421,0.43,0.30,0.07,0.21
84422,0.50,0.18,0.02,0.30
84423,0.46,0.16,0.05,0.33
84424,0.50,0.18,0.02,0.30
84425,0.56,0.06,0.18,0.20
84426,0.55,0.18,0.10,0.17
84427,0.25,0.31,0.28,0.16
84428,0.46,0.16,0.05,0.33
84429,0.08,0.77,0.01,0.14
84430,0.54,0.22,0.04,0.20
84431,0.50,0.18,0.02,0.30
84432,0.55,0.18,0.10,0.17
84433,0.54,0.22,0.04,0.20
84434,0.61,0.15,0.03,0.21
84435,0.56,0.06,0.18,0.20
84436,0.46,0.16,0.05,0.33
84437,0.61,0.15,0.03,0.21
84438,0.56,0.06,0.18,0.20
84439,0.56,0.06,0.18,0.20
84440,0.43,0.30,0.07,0.21
84441,0.55,0.18,0.10,0.17
84442,0.43,0.30,0.07,0.21
84443,0.55,0.21,0.01,0.23
84444,0.48,0.14,0.09,0.28
84445,0.14,0.56,0.02,0.28
84446,0.56,0.06,0.18,0.20
84447,0.55,0.18,0.10,0.17
84448,0.14,0.56,0.02,0.28
84449,0.48,0.14,0.09,0.28
84450,0.56,0.06,0.18,0.20
84451,0.58,0.15,0.06,0.21
84452,0.43,0.30,0.07,0.21
84453,0.50,0.18,0.02,0.30
84454,0.61,0.15,0.03,0.21
84455,0.56,0.06,0.18,0.20
84456,0.55,0.18,0.10,0.17
84457,0.59,0.19,0.09,0.14
84458,0.49,0.12,0.13,0.25
84459,0.61,0.15,0.03,0.21
84460,0.50,0.18,0.02,0.30
84461,0.43,0.30,0.07,0.21
84462,0.59,0.19,0.09,0.14
84463,0.25,0.31,0.28,0.16
84464,0.49,0.12,0.13,0.25
84465,0.55,0.18,0.10,0.17
84466,0.56,0.06,0.18,0.20
84467,0.18,0.60,0.01,0.22
84468,0.46,0.16,0.05,0.33
84469,0.50,0.18,0.02,0.30
84470,0.61,0.15,0.03,0.21
84471,0.50,0.18,0.02,0.30
84472,0.50,0.18,0.02,0.30
84473,0.49,0.12,0.13,0.25
84474,0.55,0.18,0.10,0.17
84475,0.29,0.27,0.27,0.18
84476,0.50,0.18,0.02,0.30
84477,0.50,0.18,0.02,0.30
84478,0.49,0.12,0.13,0.25
84479,0.61,0.15,0.03,0.21
84480,0.58,0.15,0.06,0.21
84481,0.46,0.16,0.05,0.33
84482,0.58,0.15,0.06,0.21
84483,0.58,0.15,0.06,0.21
84484,0.46,0.16,0.05,0.33
84485,0.25,0.31,0.28,0.16
84486,0.13,0.70,0.01,0.16
84487,0.14,0.56,0.02,0.28
84488,0.56,0.06,0.18,0.20
84489,0.50,0.18,0.02,0.30
84490,0.46,0.16,0.05,0.33
84491,0.08,0.77,0.01,0.14
84492,0.25,0.31,0.28,0.16
84493,0.56,0.06,0.18,0.20
84494,0.46,0.16,0.05,0.33
84495,0.46,0.16,0.05,0.33
84496,0.55,0.18,0.10,0.17
84497,0.50,0.18,0.02,0.30
84498,0.50,0.18,0.02,0.30
84499,0.43,0.30,0.07,0.21
84500,0.48,0.14,0.09,0.28
84501,0.13,0.70,0.01,0.16
84502,0.12,0.56,0.01,0.30
84503,0.25,0.31,0.28,0.16
84504,0.12,0.61,0.00,0.26
84505,0.50,0.18,0.02,0.30
84506,0.58,0.15,0.06,0.21
84507,0.50,0.18,0.02,0.30
84508,0.25,0.38,0.06,0.31
84509,0.48,0.14,0.09,0.28
84510,0.15,0.66,0.02,0.17
84511,0.56,0.06,0.18,0.20
84512,0.46,0.16,0.05,0.33
84513,0.55,0.21,0.01,0.23
84514,0.59,0.19,0.09,0.14
84515,0.18,0.60,0.01,0.22
84516,0.50,0.18,0.02,0.30
84517,0.59,0.19,0.09,0.14
84518,0.12,0.56,0.01,0.30
84519,0.49,0.12,0.13,0.25
84520,0.55,0.21,0.01,0.23
84521,0.46,0.16,0.05,0.33
84522,0.16,0.52,0.03,0.29
84523,0.61,0.15,0.03,0.21
84524,0.54,0.22,0.04,0.20
84525,0.56,0.06,0.18,0.20
84526,0.43,0.30,0.07,0.21
84527,0.55,0.21,0.01,0.23
84528,0.48,0.14,0.09,0.28
84529,0.59,0.19,0.09,0.14
84530,0.50,0.18,0.02,0.30
84531,0.08,0.77,0.01,0.14
84532,0.50,0.18,0.02,0.30
84533,0.46,0.16,0.05,0.33
84534,0.49,0.12,0.13,0.25
84535,0.25,0.31,0.28,0.16
84536,0.50,0.18,0.02,0.30
84537,0.50,0.18,0.02,0.30
84538,0.55,0.18,0.10,0.17
84539,0.43,0.30,0.07,0.21
84540,0.06,0.79,0.06,0.09
84541,0.54,0.22,0.04,0.20
84542,0.12,0.61,0.00,0.26
84543,0.48,0.14,0.09,0.28
84544,0.48,0.14,0.09,0.28
84545,0.58,0.15,0.06,0.21
84546,0.55,0.18,0.10,0.17
84547,0.48,0.14,0.09,0.28
84548,0.08,0.77,0.01,0.14
84549,0.46,0.16,0.05,0.33
84550,0.25,0.31,0.28,0.16
84551,0.46,0.16,0.05,0.33
84552,0.55,0.21,0.01,0.23
84553,0.61,0.15,0.03,0.21
84554,0.56,0.06,0.18,0.20
84555,0.54,0.22,0.04,0.20
84556,0.50,0.18,0.02,0.30
84557,0.55,0.18,0.10,0.17
84558,0.55,0.21,0.01,0.23
84559,0.25,0.31,0.28,0.16
84560,0.29,0.27,0.27,0.18
84561,0.56,0.06,0.18,0.20
84562,0.13,0.70,0.01,0.16
84563,0.61,0.15,0.03,0.21
84564,0.25,0.38,0.06,0.31
84565,0.56,0.06,0.18,0.20
84566,0.61,0.15,0.03,0.21
84567,0.08,0.77,0.01,0.14
84568,0.18,0.60,0.01,0.22
84569,0.49,0.12,0.13,0.25
84570,0.55,0.21,0.01,0.23
84571,0.49,0.12,0.13,0.25
84572,0.50,0.18,0.02,0.30
84573,0.13,0.70,0.01,0.16
84574,0.56,0.06,0.18,0.20
84575,0.58,0.15,0.06,0.21
84576,0.56,0.06,0.18,0.20
84577,0.14,0.56,0.02,0.28
84578,0.49,0.12,0.13,0.25
84579,0.54,0.22,0.04,0.20
84580,0.58,0.15,0.06,0.21
84581,0.48,0.14,0.09,0.28
84582,0.49,0.12,0.13,0.25
84583,0.55,0.18,0.10,0.17
84584,0.49,0.12,0.13,0.25
84585,0.48,0.14,0.09,0.28
84586,0.50,0.18,0.02,0.30
84587,0.50,0.18,0.02,0.30
84588,0.08,0.77,0.01,0.14
84589,0.59,0.19,0.09,0.14
84590,0.18,0.60,0.01,0.22
84591,0.49,0.12,0.13,0.25
84592,0.55,0.18,0.10,0.17
84593,0.50,0.18,0.02,0.30
84594,0.61,0.15,0.03,0.21
84595,0.49,0.12,0.13,0.25
84596,0.50,0.18,0.02,0.30
84597,0.54,0.22,0.04,0.20
84598,0.58,0.15,0.06,0.21
84599,0.18,0.60,0.01,0.22
84600,0.18,0.60,0.01,0.22
84601,0.55,0.21,0.01,0.23
84602,0.43,0.30,0.07,0.21
84603,0.48,0.14,0.09,0.28
84604,0.58,0.15,0.06,0.21
84605,0.18,0.60,0.01,0.22
84606,0.58,0.15,0.06,0.21
84607,0.25,0.31,0.28,0.16
84608,0.48,0.14,0.09,0.28
84609,0.49,0.12,0.13,0.25
84610,0.59,0.19,0.09,0.14
84611,0.55,0.18,0.10,0.17
84612,0.55,0.21,0.01,0.23
84613,0.12,0.61,0.00,0.26
84614,0.50,0.18,0.02,0.30
84615,0.46,0.16,0.05,0.33
84616,0.27,0.27,0.34,0.12
84617,0.48,0.14,0.09,0.28
84618,0.59,0.19,0.09,0.14
84619,0.49,0.12,0.13,0.25
84620,0.17,0.60,0.01,0.22
84621,0.55,0.21,0.01,0.23
84622,0.58,0.15,0.06,0.21
84623,0.58,0.15,0.06,0.21
84624,0.17,0.60,0.01,0.22
84625,0.49,0.12,0.13,0.25
84626,0.55,0.18,0.10,0.17
84627,0.50,0.18,0.02,0.30
84628,0.55,0.21,0.01,0.23
84629,0.14,0.56,0.02,0.28
84630,0.50,0.18,0.02,0.30
84631,0.50,0.18,0.02,0.30
84632,0.50,0.18,0.02,0.30
84633,0.14,0.56,0.02,0.28
84634,0.48,0.14,0.09,0.28
84635,0.25,0.38,0.06,0.31
84636,0.18,0.60,0.01,0.22
84637,0.50,0.18,0.02,0.30
84638,0.54,0.22,0.04,0.20
84639,0.43,0.30,0.07,0.21
84640,0.05,0.80,0.04,0.11
84641,0.06,0.79,0.06,0.09
84642,0.46,0.16,0.05,0.33
84643,0.48,0.14,0.09,0.28
84644,0.56,0.06,0.18,0.20
84645,0.08,0.77,0.01,0.14
84646,0.58,0.15,0.06,0.21
84647,0.50,0.18,0.02,0.30
84648,0.59,0.19,0.09,0.14
84649,0.50,0.18,0.02,0.30
84650,0.56,0.06,0.18,0.20
84651,0.46,0.16,0.05,0.33
84652,0.50,0.18,0.02,0.30
84653,0.55,0.18,0.10,0.17
84654,0.56,0.06,0.18,0.20
84655,0.27,0.27,0.34,0.12
84656,0.27,0.27,0.34,0.12
84657,0.43,0.30,0.07,0.21
84658,0.55,0.18,0.10,0.17
84659,0.55,0.18,0.10,0.17
84660,0.55,0.18,0.10,0.17
84661,0.50,0.18,0.02,0.30
84662,0.58,0.15,0.06,0.21
84663,0.14,0.56,0.02,0.28
84664,0.50,0.18,0.02,0.30
84665,0.48,0.14,0.09,0.28
84666,0.56,0.06,0.18,0.20
84667,0.59,0.19,0.09,0.14
84668,0.15,0.66,0.02,0.17
84669,0.12,0.56,0.01,0.30
84670,0.61,0.15,0.03,0.21
84671,0.55,0.18,0.10,0.17
84672,0.14,0.56,0.02,0.28
84673,0.59,0.19,0.09,0.14
84674,0.46,0.16,0.05,0.33
84675,0.55,0.21,0.01,0.23
84676,0.61,0.15,0.03,0.21
84677,0.55,0.21,0.01,0.23
84678,0.50,0.18,0.02,0.30
84679,0.50,0.18,0.02,0.30
84680,0.43,0.30,0.07,0.21
84681,0.48,0.14,0.09,0.28
84682,0.27,0.27,0.34,0.12
84683,0.13,0.70,0.01,0.16
84684,0.13,0.67,0.00,0.20
84685,0.56,0.06,0.18,0.20
84686,0.58,0.15,0.06,0.21
84687,0.48,0.14,0.09,0.28
84688,0.12,0.61,0.00,0.26
84689,0.16,0.69,0.02,0.13
84690,0.27,0.27,0.34,0.12
84691,0.50,0.18,0.02,0.30
84692,0.59,0.19,0.09,0.14
84693,0.50,0.18,0.02,0.30
84694,0.59,0.19,0.09,0.14
84695,0.50,0.18,0.02,0.30
84696,0.55,0.21,0.01,0.23
84697,0.61,0.15,0.03,0.21
84698,0.46,0.16,0.05,0.33
84699,0.13,0.67,0.00,0.20
84700,0.08,0.77,0.01,0.14
84701,0.56,0.06,0.18,0.20
84702,0.12,0.61,0.00,0.26
84703,0.49,0.12,0.13,0.25
84704,0.06,0.76,0.05,0.13
84705,0.46,0.16,0.05,0.33
84706,0.50,0.18,0.02,0.30
84707,0.13,0.70,0.01,0.16
84708,0.55,0.18,0.10,0.17
84709,0.25,0.31,0.28,0.16
84710,0.55,0.21,0.01,0.23
84711,0.12,0.61,0.00,0.26
84712,0.56,0.06,0.18,0.20
84713,0.43,0.30,0.07,0.21
84714,0.17,0.60,0.01,0.22
84715,0.50,0.18,0.02,0.30
84716,0.49,0.12,0.13,0.25
84717,0.12,0.61,0.00,0.26
84718,0.48,0.14,0.09,0.28
84719,0.56,0.06,0.18,0.20
84720,0.56,0.06,0.18,0.20
84721,0.08,0.77,0.01,0.14
84722,0.49,0.12,0.13,0.25
84723,0.56,0.06,0.18,0.20
84724,0.29,0.27,0.27,0.18
84725,0.59,0.19,0.09,0.14
84726,0.05,0.80,0.04,0.11
84727,0.05,0.80,0.04,0.11
84728,0.49,0.12,0.13,0.25
84729,0.50,0.18,0.02,0.30
84730,0.50,0.18,0.02,0.30
84731,0.12,0.61,0.00,0.26
84732,0.55,0.18,0.10,0.17
84733,0.50,0.18,0.02,0.30
84734,0.46,0.16,0.05,0.33
84735,0.27,0.27,0.34,0.12
84736,0.27,0.27,0.34,0.12
84737,0.14,0.56,0.02,0.28
84738,0.55,0.21,0.01,0.23
84739,0.43,0.30,0.07,0.21
84740,0.16,0.69,0.02,0.13
84741,0.55,0.18,0.10,0.17
84742,0.48,0.14,0.09,0.28
84743,0.58,0.15,0.06,0.21
84744,0.55,0.18,0.10,0.17
84745,0.61,0.15,0.03,0.21
84746,0.13,0.70,0.01,0.16
84747,0.56,0.06,0.18,0.20
84748,0.46,0.16,0.05,0.33
84749,0.12,0.61,0.00,0.26
84750,0.25,0.38,0.06,0.31
84751,0.61,0.15,0.03,0.21
84752,0.43,0.30,0.07,0.21
84753,0.59,0.19,0.09,0.14
84754,0.50,0.18,0.02,0.30
84755,0.27,0.27,0.34,0.12
84756,0.15,0.66,0.02,0.17
84757,0.46,0.16,0.05,0.33
84758,0.54,0.22,0.04,0.20
84759,0.12,0.61,0.00,0.26
84760,0.49,0.12,0.13,0.25
84761,0.43,0.30,0.07,0.21
84762,0.55,0.18,0.10,0.17
84763,0.58,0.15,0.06,0.21
84764,0.14,0.56,0.02,0.28
84765,0.46,0.16,0.05,0.33
84766,0.48,0.14,0.09,0.28
84767,0.25,0.31,0.28,0.16
84768,0.61,0.15,0.03,0.21
84769,0.16,0.52,0.03,0.29
84770,0.25,0.38,0.06,0.31
84771,0.59,0.19,0.09,0.14
84772,0.43,0.30,0.07,0.21
84773,0.50,0.18,0.02,0.30
84774,0.13,0.70,0.01,0.16
84775,0.27,0.27,0.34,0.12
84776,0.25,0.31,0.28,0.16
84777,0.56,0.06,0.18,0.20
84778,0.25,0.38,0.06,0.31
84779,0.29,0.27,0.27,0.18
84780,0.56,0.06,0.18,0.20
84781,0.16,0.52,0.03,0.29
84782,0.06,0.79,0.06,0.09
84783,0.56,0.06,0.18,0.20
84784,0.43,0.30,0.07,0.21
84785,0.43,0.30,0.07,0.21
84786,0.55,0.18,0.10,0.17
84787,0.61,0.15,0.03,0.21
84788,0.50,0.18,0.02,0.30
84789,0.43,0.30,0.07,0.21
84790,0.50,0.18,0.02,0.30
84791,0.27,0.27,0.34,0.12
84792,0.43,0.30,0.07,0.21
84793,0.55,0.21,0.01,0.23
84794,0.46,0.16,0.05,0.33
84795,0.43,0.30,0.07,0.21
84796,0.55,0.18,0.10,0.17
84797,0.49,0.12,0.13,0.25
84798,0.56,0.06,0.18,0.20
84799,0.16,0.69,0.02,0.13
84800,0.54,0.22,0.04,0.20
84801,0.50,0.18,0.02,0.30
84802,0.55,0.21,0.01,0.23
84803,0.58,0.15,0.06,0.21
84804,0.48,0.14,0.09,0.28
84805,0.49,0.12,0.13,0.25
84806,0.56,0.06,0.18,0.20
84807,0.56,0.06,0.18,0.20
84808,0.48,0.14,0.09,0.28
84809,0.14,0.56,0.02,0.28
84810,0.15,0.66,0.02,0.17
84811,0.15,0.66,0.02,0.17
84812,0.48,0.14,0.09,0.28
84813,0.25,0.31,0.28,0.16
84814,0.49,0.12,0.13,0.25
84815,0.15,0.66,0.02,0.17
84816,0.12,0.61,0.00,0.26
84817,0.50,0.18,0.02,0.30
84818,0.61,0.15,0.03,0.21
84819,0.54,0.22,0.04,0.20
84820,0.55,0.18,0.10,0.17
84821,0.25,0.38,0.06,0.31
84822,0.27,0.27,0.34,0.12
84823,0.50,0.18,0.02,0.30
84824,0.43,0.30,0.07,0.21
84825,0.56,0.06,0.18,0.20
84826,0.06,0.76,0.05,0.13
84827,0.61,0.15,0.03,0.21
84828,0.58,0.15,0.06,0.21
84829,0.13,0.70,0.01,0.16
84830,0.49,0.12,0.13,0.25
84831,0.55,0.18,0.10,0.17
84832,0.29,0.27,0.27,0.18
84833,0.55,0.18,0.10,0.17
84834,0.43,0.30,0.07,0.21
84835,0.50,0.18,0.02,0.30
84836,0.55,0.18,0.10,0.17
84837,0.12,0.61,0.00,0.26
84838,0.50,0.18,0.02,0.30
84839,0.43,0.30,0.07,0.21
84840,0.61,0.15,0.03,0.21
84841,0.55,0.18,0.10,0.17
84842,0.50,0.18,0.02,0.30
84843,0.13,0.70,0.01,0.16
84844,0.12,0.61,0.00,0.26
84845,0.46,0.16,0.05,0.33
84846,0.50,0.18,0.02,0.30
84847,0.56,0.06,0.18,0.20
84848,0.25,0.38,0.06,0.31
84849,0.46,0.16,0.05,0.33
84850,0.46,0.16,0.05,0.33
84851,0.12,0.61,0.00,0.26
84852,0.55,0.18,0.10,0.17
84853,0.55,0.18,0.10,0.17
84854,0.61,0.15,0.03,0.21
84855,0.56,0.06,0.18,0.20
84856,0.12,0.56,0.01,0.30
84857,0.49,0.12,0.13,0.25
84858,0.58,0.15,0.06,0.21
84859,0.55,0.18,0.10,0.17
84860,0.13,0.67,0.00,0.20
84861,0.55,0.18,0.10,0.17
84862,0.54,0.22,0.04,0.20
84863,0.43,0.30,0.07,0.21
84864,0.54,0.22,0.04,0.20
84865,0.56,0.06,0.18,0.20
84866,0.48,0.14,0.09,0.28
84867,0.59,0.19,0.09,0.14
84868,0.48,0.14,0.09,0.28
84869,0.46,0.16,0.05,0.33
84870,0.14,0.56,0.02,0.28
84871,0.08,0.77,0.01,0.14
84872,0.50,0.18,0.02,0.30
84873,0.56,0.06,0.18,0.20
84874,0.29,0.27,0.27,0.18
84875,0.50,0.18,0.02,0.30
84876,0.27,0.27,0.34,0.12
84877,0.15,0.66,0.02,0.17
84878,0.25,0.38,0.06,0.31
84879,0.48,0.14,0.09,0.28
84880,0.46,0.16,0.05,0.33
84881,0.46,0.16,0.05,0.33
84882,0.55,0.21,0.01,0.23
84883,0.08,0.77,0.01,0.14
84884,0.54,0.22,0.04,0.20
84885,0.50,0.18,0.02,0.30
84886,0.55,0.18,0.10,0.17
84887,0.46,0.16,0.05,0.33
84888,0.08,0.77,0.01,0.14
84889,0.25,0.31,0.28,0.16
84890,0.27,0.27,0.34,0.12
84891,0.15,0.66,0.02,0.17
84892,0.43,0.30,0.07,0.21
84893,0.61,0.15,0.03,0.21
84894,0.29,0.27,0.27,0.18
84895,0.49,0.12,0.13,0.25
84896,0.29,0.27,0.27,0.18
84897,0.27,0.27,0.34,0.12
84898,0.50,0.18,0.02,0.30
84899,0.17,0.60,0.01,0.22
84900,0.50,0.18,0.02,0.30
84901,0.50,0.18,0.02,0.30
84902,0.54,0.22,0.04,0.20
84903,0.46,0.16,0.05,0.33
84904,0.05,0.80,0.04,0.11
84905,0.48,0.14,0.09,0.28
84906,0.27,0.27,0.34,0.12
84907,0.55,0.18,0.10,0.17
84908,0.55,0.18,0.10,0.17
84909,0.48,0.14,0.09,0.28
84910,0.55,0.18,0.10,0.17
84911,0.55,0.18,0.10,0.17
84912,0.58,0.15,0.06,0.21
84913,0.13,0.70,0.01,0.16
84914,0.54,0.22,0.04,0.20
84915,0.58,0.15,0.06,0.21
84916,0.61,0.15,0.03,0.21
84917,0.56,0.06,0.18,0.20
84918,0.61,0.15,0.03,0.21
84919,0.50,0.18,0.02,0.30
84920,0.59,0.19,0.09,0.14
84921,0.17,0.60,0.01,0.22
84922,0.48,0.14,0.09,0.28
84923,0.46,0.16,0.05,0.33
84924,0.55,0.18,0.10,0.17
84925,0.12,0.56,0.01,0.30
84926,0.49,0.12,0.13,0.25
84927,0.54,0.22,0.04,0.20
84928,0.61,0.15,0.03,0.21
84929,0.55,0.21,0.01,0.23
84930,0.06,0.79,0.06,0.09
84931,0.56,0.06,0.18,0.20
84932,0.50,0.18,0.02,0.30
84933,0.48,0.14,0.09,0.28
84934,0.27,0.27,0.34,0.12
84935,0.55,0.18,0.10,0.17
84936,0.56,0.06,0.18,0.20
84937,0.50,0.18,0.02,0.30
84938,0.16,0.69,0.02,0.13
84939,0.48,0.14,0.09,0.28
84940,0.54,0.22,0.04,0.20
84941,0.58,0.15,0.06,0.21
84942,0.50,0.18,0.02,0.30
84943,0.12,0.61,0.00,0.26
84944,0.50,0.18,0.02,0.30
84945,0.56,0.06,0.18,0.20
84946,0.14,0.56,0.02,0.28
84947,0.12,0.61,0.00,0.26
84948,0.55,0.18,0.10,0.17
84949,0.58,0.15,0.06,0.21
84950,0.13,0.70,0.01,0.16
84951,0.27,0.27,0.34,0.12
84952,0.25,0.38,0.06,0.31
84953,0.55,0.18,0.10,0.17
84954,0.56,0.06,0.18,0.20
84955,0.55,0.18,0.10,0.17
84956,0.50,0.18,0.02,0.30
84957,0.25,0.38,0.06,0.31
84958,0.06,0.76,0.05,0.13
84959,0.50,0.18,0.02,0.30
84960,0.56,0.06,0.18,0.20
84961,0.59,0.19,0.09,0.14
84962,0.43,0.30,0.07,0.21
84963,0.15,0.66,0.02,0.17
84964,0.08,0.77,0.01,0.14
84965,0.50,0.18,0.02,0.30
84966,0.56,0.06,0.18,0.20
84967,0.49,0.12,0.13,0.25
84968,0.54,0.22,0.04,0.20
84969,0.14,0.56,0.02,0.28
84970,0.48,0.14,0.09,0.28
84971,0.59,0.19,0.09,0.14
84972,0.50,0.18,0.02,0.30
84973,0.54,0.22,0.04,0.20
84974,0.43,0.30,0.07,0.21
84975,0.58,0.15,0.06,0.21
84976,0.25,0.38,0.06,0.31
84977,0.48,0.14,0.09,0.28
84978,0.55,0.18,0.10,0.17
84979,0.59,0.19,0.09,0.14
84980,0.12,0.61,0.00,0.26
84981,0.55,0.18,0.10,0.17
84982,0.50,0.18,0.02,0.30
84983,0.46,0.16,0.05,0.33
84984,0.46,0.16,0.05,0.33
84985,0.12,0.61,0.00,0.26
84986,0.61,0.15,0.03,0.21
84987,0.14,0.56,0.02,0.28
84988,0.27,0.27,0.34,0.12
84989,0.59,0.19,0.09,0.14
84990,0.27,0.27,0.34,0.12
84991,0.54,0.22,0.04,0.20
84992,0.50,0.18,0.02,0.30
84993,0.56,0.06,0.18,0.20
84994,0.59,0.19,0.09,0.14
84995,0.50,0.18,0.02,0.30
84996,0.25,0.38,0.06,0.31
84997,0.12,0.56,0.01,0.30
84998,0.29,0.27,0.27,0.18
84999,0.13,0.70,0.01,0.16
85000,0.46,0.16,0.05,0.33
85001,0.58,0.15,0.06,0.21
85002,0.50,0.18,0.02,0.30
85003,0.56,0.06,0.18,0.20
85004,0.25,0.38,0.06,0.31
85005,0.56,0.06,0.18,0.20
85006,0.13,0.70,0.01,0.16
85007,0.43,0.30,0.07,0.21
85008,0.43,0.30,0.07,0.21
85009,0.12,0.61,0.00,0.26
85010,0.43,0.30,0.07,0.21
85011,0.50,0.18,0.02,0.30
85012,0.56,0.06,0.18,0.20
