id,Classic,Deal,Flex,Saver
67002,0.50,0.18,0.02,0.30
67003,0.50,0.18,0.02,0.30
67004,0.55,0.21,0.01,0.23
67005,0.43,0.30,0.07,0.21
67006,0.49,0.12,0.13,0.25
67007,0.55,0.18,0.10,0.17
67008,0.56,0.06,0.18,0.20
67009,0.27,0.27,0.34,0.12
67010,0.61,0.15,0.03,0.21
67011,0.49,0.12,0.13,0.25
67012,0.50,0.18,0.02,0.30
67013,0.29,0.27,0.27,0.18
67014,0.18,0.60,0.01,0.22
67015,0.27,0.27,0.34,0.12
67016,0.49,0.12,0.13,0.25
67017,0.48,0.14,0.09,0.28
67018,0.12,0.61,0.00,0.26
67019,0.49,0.12,0.13,0.25
67020,0.49,0.12,0.13,0.25
67021,0.48,0.14,0.09,0.28
67022,0.43,0.30,0.07,0.21
67023,0.27,0.27,0.34,0.12
67024,0.58,0.15,0.06,0.21
67025,0.25,0.38,0.06,0.31
67026,0.61,0.15,0.03,0.21
67027,0.43,0.30,0.07,0.21
67028,0.43,0.30,0.07,0.21
67029,0.48,0.14,0.09,0.28
67030,0.56,0.06,0.18,0.20
67031,0.16,0.52,0.03,0.29
67032,0.46,0.16,0.05,0.33
67033,0.29,0.27,0.27,0.18
67034,0.29,0.27,0.27,0.18
67035,0.14,0.56,0.02,0.28
67036,0.06,0.79,0.06,0.09
67037,0.55,0.21,0.01,0.23
67038,0.61,0.15,0.03,0.21
67039,0.58,0.15,0.06,0.21
67040,0.27,0.27,0.34,0.12
67041,0.05,0.80,0.04,0.11
67042,0.25,0.38,0.06,0.31
67043,0.50,0.18,0.02,0.30
67044,0.56,0.06,0.18,0.20
67045,0.46,0.16,0.05,0.33
67046,0.56,0.06,0.18,0.20
67047,0.46,0.16,0.05,0.33
67048,0.43,0.30,0.07,0.21
67049,0.43,0.30,0.07,0.21
67050,0.06,0.76,0.05,0.13
67051,0.56,0.06,0.18,0.20
67052,0.25,0.38,0.06,0.31
67053,0.56,0.06,0.18,0.20
67054,0.55,0.21,0.01,0.23
67055,0.25,0.31,0.28,0.16
67056,0.48,0.14,0.09,0.28
67057,0.43,0.30,0.07,0.21
67058,0.55,0.18,0.10,0.17
67059,0.50,0.18,0.02,0.30
67060,0.56,0.06,0.18,0.20
67061,0.55,0.18,0.10,0.17
67062,0.17,0.60,0.01,0.22
67063,0.50,0.18,0.02,0.30
67064,0.16,0.52,0.03,0.29
67065,0.48,0.14,0.09,0.28
67066,0.49,0.12,0.13,0.25
67067,0.50,0.18,0.02,0.30
67068,0.18,0.60,0.01,0.22
67069,0.56,0.06,0.18,0.20
67070,0.43,0.30,0.07,0.21
67071,0.50,0.18,0.02,0.30
67072,0.49,0.12,0.13,0.25
67073,0.06,0.79,0.06,0.09
67074,0.48,0.14,0.09,0.28
67075,0.43,0.30,0.07,0.21
67076,0.25,0.38,0.06,0.31
67077,0.15,0.66,0.02,0.17
67078,0.50,0.18,0.02,0.30
67079,0.50,0.18,0.02,0.30
67080,0.48,0.14,0.09,0.28
67081,0.58,0.15,0.06,0.21
67082,0.25,0.31,0.28,0.16
67083,0.14,0.56,0.02,0.28
67084,0.43,0.30,0.07,0.21
67085,0.48,0.14,0.09,0.28
67086,0.56,0.06,0.18,0.20
67087,0.06,0.76,0.05,0.13
67088,0.55,0.18,0.10,0.17
67089,0.56,0.06,0.18,0.20
67090,0.50,0.18,0.02,0.30
67091,0.55,0.21,0.01,0.23
67092,0.27,0.27,0.34,0.12
67093,0.06,0.79,0.06,0.09
67094,0.50,0.18,0.02,0.30
67095,0.48,0.14,0.09,0.28
67096,0.48,0.14,0.09,0.28
67097,0.48,0.14,0.09,0.28
67098,0.48,0.14,0.09,0.28
67099,0.18,0.60,0.01,0.22
67100,0.54,0.22,0.04,0.20
67101,0.58,0.15,0.06,0.21
67102,0.59,0.19,0.09,0.14
67103,0.08,0.77,0.01,0.14
67104,0.14,0.56,0.02,0.28
67105,0.54,0.22,0.04,0.20
67106,0.61,0.15,0.03,0.21
67107,0.08,0.77,0.01,0.14
67108,0.55,0.18,0.10,0.17
67109,0.58,0.15,0.06,0.21
67110,0.58,0.15,0.06,0.21
67111,0.58,0.15,0.06,0.21
67112,0.15,0.66,0.02,0.17
67113,0.48,0.14,0.09,0.28
67114,0.08,0.77,0.01,0.14
67115,0.16,0.69,0.02,0.13
67116,0.18,0.60,0.01,0.22
67117,0.29,0.27,0.27,0.18
67118,0.29,0.27,0.27,0.18
67119,0.29,0.27,0.27,0.18
67120,0.49,0.12,0.13,0.25
67121,0.50,0.18,0.02,0.30
67122,0.50,0.18,0.02,0.30
67123,0.46,0.16,0.05,0.33
67124,0.58,0.15,0.06,0.21
67125,0.59,0.19,0.09,0.14
67126,0.46,0.16,0.05,0.33
67127,0.55,0.21,0.01,0.23
67128,0.55,0.21,0.01,0.23
67129,0.12,0.61,0.00,0.26
67130,0.55,0.18,0.10,0.17
67131,0.50,0.18,0.02,0.30
67132,0.43,0.30,0.07,0.21
67133,0.14,0.56,0.02,0.28
67134,0.50,0.18,0.02,0.30
67135,0.56,0.06,0.18,0.20
67136,0.49,0.12,0.13,0.25
67137,0.12,0.56,0.01,0.30
67138,0.55,0.21,0.01,0.23
67139,0.56,0.06,0.18,0.20
67140,0.49,0.12,0.13,0.25
67141,0.50,0.18,0.02,0.30
67142,0.48,0.14,0.09,0.28
67143,0.25,0.38,0.06,0.31
67144,0.55,0.18,0.10,0.17
67145,0.50,0.18,0.02,0.30
67146,0.55,0.18,0.10,0.17
67147,0.17,0.60,0.01,0.22
67148,0.08,0.77,0.01,0.14
67149,0.13,0.70,0.01,0.16
67150,0.48,0.14,0.09,0.28
67151,0.61,0.15,0.03,0.21
67152,0.55,0.21,0.01,0.23
67153,0.48,0.14,0.09,0.28
67154,0.50,0.18,0.02,0.30
67155,0.59,0.19,0.09,0.14
67156,0.56,0.06,0.18,0.20
67157,0.55,0.18,0.10,0.17
67158,0.58,0.15,0.06,0.21
67159,0.12,0.61,0.00,0.26
67160,0.58,0.15,0.06,0.21
67161,0.55,0.21,0.01,0.23
67162,0.59,0.19,0.09,0.14
67163,0.25,0.38,0.06,0.31
67164,0.48,0.14,0.09,0.28
67165,0.43,0.30,0.07,0.21
67166,0.58,0.15,0.06,0.21
67167,0.59,0.19,0.09,0.14
67168,0.46,0.16,0.05,0.33
67169,0.58,0.15,0.06,0.21
67170,0.15,0.66,0.02,0.17
67171,0.48,0.14,0.09,0.28
67172,0.55,0.18,0.10,0.17
67173,0.12,0.61,0.00,0.26
67174,0.55,0.18,0.10,0.17
67175,0.46,0.16,0.05,0.33
67176,0.46,0.16,0.05,0.33
67177,0.48,0.14,0.09,0.28
67178,0.48,0.14,0.09,0.28
67179,0.27,0.27,0.34,0.12
67180,0.48,0.14,0.09,0.28
67181,0.49,0.12,0.13,0.25
67182,0.50,0.18,0.02,0.30
67183,0.55,0.21,0.01,0.23
67184,0.61,0.15,0.03,0.21
67185,0.56,0.06,0.18,0.20
67186,0.49,0.12,0.13,0.25
67187,0.50,0.18,0.02,0.30
67188,0.56,0.06,0.18,0.20
67189,0.55,0.21,0.01,0.23
67190,0.12,0.61,0.00,0.26
67191,0.50,0.18,0.02,0.30
67192,0.54,0.22,0.04,0.20
67193,0.50,0.18,0.02,0.30
67194,0.56,0.06,0.18,0.20
67195,0.12,0.61,0.00,0.26
67196,0.46,0.16,0.05,0.33
67197,0.08,0.77,0.01,0.14
67198,0.56,0.06,0.18,0.20
67199,0.55,0.18,0.10,0.17
67200,0.46,0.16,0.05,0.33
67201,0.25,0.31,0.28,0.16
67202,0.50,0.18,0.02,0.30
67203,0.16,0.69,0.02,0.13
67204,0.50,0.18,0.02,0.30
67205,0.56,0.06,0.18,0.20
67206,0.56,0.06,0.18,0.20
67207,0.12,0.61,0.00,0.26
67208,0.56,0.06,0.18,0.20
67209,0.27,0.27,0.34,0.12
67210,0.08,0.77,0.01,0.14
67211,0.43,0.30,0.07,0.21
67212,0.43,0.30,0.07,0.21
67213,0.61,0.15,0.03,0.21
67214,0.61,0.15,0.03,0.21
67215,0.48,0.14,0.09,0.28
67216,0.48,0.14,0.09,0.28
67217,0.50,0.18,0.02,0.30
67218,0.59,0.19,0.09,0.14
67219,0.43,0.30,0.07,0.21
67220,0.61,0.15,0.03,0.21
67221,0.25,0.31,0.28,0.16
67222,0.59,0.19,0.09,0.14
67223,0.58,0.15,0.06,0.21
67224,0.55,0.18,0.10,0.17
67225,0.55,0.18,0.10,0.17
67226,0.55,0.18,0.10,0.17
67227,0.50,0.18,0.02,0.30
67228,0.55,0.21,0.01,0.23
67229,0.08,0.77,0.01,0.14
67230,0.14,0.56,0.02,0.28
67231,0.61,0.15,0.03,0.21
67232,0.55,0.18,0.10,0.17
67233,0.50,0.18,0.02,0.30
67234,0.50,0.18,0.02,0.30
67235,0.25,0.38,0.06,0.31
67236,0.25,0.38,0.06,0.31
67237,0.55,0.21,0.01,0.23
67238,0.25,0.31,0.28,0.16
67239,0.61,0.15,0.03,0.21
67240,0.43,0.30,0.07,0.21
67241,0.56,0.06,0.18,0.20
67242,0.12,0.61,0.00,0.26
67243,0.17,0.60,0.01,0.22
67244,0.48,0.14,0.09,0.28
67245,0.61,0.15,0.03,0.21
67246,0.55,0.18,0.10,0.17
67247,0.48,0.14,0.09,0.28
67248,0.55,0.21,0.01,0.23
67249,0.50,0.18,0.02,0.30
67250,0.54,0.22,0.04,0.20
67251,0.12,0.61,0.00,0.26
67252,0.50,0.18,0.02,0.30
67253,0.12,0.61,0.00,0.26
67254,0.06,0.79,0.06,0.09
67255,0.25,0.38,0.06,0.31
67256,0.46,0.16,0.05,0.33
67257,0.25,0.31,0.28,0.16
67258,0.16,0.52,0.03,0.29
67259,0.55,0.18,0.10,0.17
67260,0.61,0.15,0.03,0.21
67261,0.55,0.18,0.10,0.17
67262,0.55,0.18,0.10,0.17
67263,0.56,0.06,0.18,0.20
67264,0.59,0.19,0.09,0.14
67265,0.05,0.80,0.04,0.11
67266,0.50,0.18,0.02,0.30
67267,0.59,0.19,0.09,0.14
67268,0.50,0.18,0.02,0.30
67269,0.50,0.18,0.02,0.30
67270,0.50,0.18,0.02,0.30
67271,0.56,0.06,0.18,0.20
67272,0.14,0.56,0.02,0.28
67273,0.56,0.06,0.18,0.20
67274,0.56,0.06,0.18,0.20
67275,0.49,0.12,0.13,0.25
67276,0.55,0.18,0.10,0.17
67277,0.61,0.15,0.03,0.21
67278,0.27,0.27,0.34,0.12
67279,0.50,0.18,0.02,0.30
67280,0.15,0.66,0.02,0.17
67281,0.48,0.14,0.09,0.28
67282,0.48,0.14,0.09,0.28
67283,0.48,0.14,0.09,0.28
67284,0.58,0.15,0.06,0.21
67285,0.56,0.06,0.18,0.20
67286,0.46,0.16,0.05,0.33
67287,0.48,0.14,0.09,0.28
67288,0.43,0.30,0.07,0.21
67289,0.49,0.12,0.13,0.25
67290,0.12,0.61,0.00,0.26
67291,0.05,0.80,0.04,0.11
67292,0.56,0.06,0.18,0.20
67293,0.56,0.06,0.18,0.20
67294,0.55,0.18,0.10,0.17
67295,0.12,0.61,0.00,0.26
67296,0.08,0.77,0.01,0.14
67297,0.61,0.15,0.03,0.21
67298,0.61,0.15,0.03,0.21
67299,0.55,0.21,0.01,0.23
67300,0.27,0.27,0.34,0.12
67301,0.58,0.15,0.06,0.21
67302,0.49,0.12,0.13,0.25
67303,0.15,0.66,0.02,0.17
67304,0.58,0.15,0.06,0.21
67305,0.16,0.52,0.03,0.29
67306,0.16,0.52,0.03,0.29
67307,0.46,0.16,0.05,0.33
67308,0.25,0.38,0.06,0.31
67309,0.50,0.18,0.02,0.30
67310,0.48,0.14,0.09,0.28
67311,0.55,0.18,0.10,0.17
67312,0.29,0.27,0.27,0.18
67313,0.43,0.30,0.07,0.21
67314,0.59,0.19,0.09,0.14
67315,0.50,0.18,0.02,0.30
67316,0.55,0.18,0.10,0.17
67317,0.50,0.18,0.02,0.30
67318,0.08,0.77,0.01,0.14
67319,0.48,0.14,0.09,0.28
67320,0.43,0.30,0.07,0.21
67321,0.55,0.21,0.01,0.23
67322,0.54,0.22,0.04,0.20
67323,0.56,0.06,0.18,0.20
67324,0.55,0.21,0.01,0.23
67325,0.55,0.21,0.01,0.23
67326,0.55,0.18,0.10,0.17
67327,0.27,0.27,0.34,0.12
67328,0.43,0.30,0.07,0.21
67329,0.46,0.16,0.05,0.33
67330,0.58,0.15,0.06,0.21
67331,0.50,0.18,0.02,0.30
67332,0.06,0.79,0.06,0.09
67333,0.17,0.60,0.01,0.22
67334,0.58,0.15,0.06,0.21
67335,0.56,0.06,0.18,0.20
67336,0.55,0.21,0.01,0.23
67337,0.55,0.21,0.01,0.23
67338,0.48,0.14,0.09,0.28
67339,0.12,0.61,0.00,0.26
67340,0.55,0.18,0.10,0.17
67341,0.50,0.18,0.02,0.30
67342,0.50,0.18,0.02,0.30
67343,0.58,0.15,0.06,0.21
67344,0.50,0.18,0.02,0.30
67345,0.59,0.19,0.09,0.14
67346,0.49,0.12,0.13,0.25
67347,0.25,0.38,0.06,0.31
67348,0.56,0.06,0.18,0.20
67349,0.08,0.77,0.01,0.14
67350,0.25,0.38,0.06,0.31
67351,0.50,0.18,0.02,0.30
67352,0.27,0.27,0.34,0.12
67353,0.46,0.16,0.05,0.33
67354,0.56,0.06,0.18,0.20
67355,0.49,0.12,0.13,0.25
67356,0.46,0.16,0.05,0.33
67357,0.49,0.12,0.13,0.25
67358,0.17,0.60,0.01,0.22
67359,0.06,0.79,0.06,0.09
67360,0.58,0.15,0.06,0.21
67361,0.12,0.61,0.00,0.26
67362,0.55,0.18,0.10,0.17
67363,0.46,0.16,0.05,0.33
67364,0.58,0.15,0.06,0.21
67365,0.61,0.15,0.03,0.21
67366,0.46,0.16,0.05,0.33
67367,0.48,0.14,0.09,0.28
67368,0.58,0.15,0.06,0.21
67369,0.61,0.15,0.03,0.21
67370,0.43,0.30,0.07,0.21
67371,0.08,0.77,0.01,0.14
67372,0.59,0.19,0.09,0.14
67373,0.59,0.19,0.09,0.14
67374,0.27,0.27,0.34,0.12
67375,0.46,0.16,0.05,0.33
67376,0.50,0.18,0.02,0.30
67377,0.61,0.15,0.03,0.21
67378,0.48,0.14,0.09,0.28
67379,0.46,0.16,0.05,0.33
67380,0.50,0.18,0.02,0.30
67381,0.58,0.15,0.06,0.21
67382,0.12,0.56,0.01,0.30
67383,0.08,0.77,0.01,0.14
67384,0.12,0.61,0.00,0.26
67385,0.25,0.31,0.28,0.16
67386,0.58,0.15,0.06,0.21
67387,0.58,0.15,0.06,0.21
67388,0.56,0.06,0.18,0.20
67389,0.58,0.15,0.06,0.21
67390,0.48,0.14,0.09,0.28
67391,0.27,0.27,0.34,0.12
67392,0.14,0.56,0.02,0.28
67393,0.59,0.19,0.09,0.14
67394,0.13,0.70,0.01,0.16
67395,0.12,0.56,0.01,0.30
67396,0.43,0.30,0.07,0.21
67397,0.12,0.61,0.00,0.26
67398,0.59,0.19,0.09,0.14
67399,0.59,0.19,0.09,0.14
67400,0.12,0.61,0.00,0.26
67401,0.15,0.66,0.02,0.17
67402,0.59,0.19,0.09,0.14
67403,0.50,0.18,0.02,0.30
67404,0.14,0.56,0.02,0.28
67405,0.49,0.12,0.13,0.25
67406,0.49,0.12,0.13,0.25
67407,0.55,0.18,0.10,0.17
67408,0.05,0.80,0.04,0.11
67409,0.43,0.30,0.07,0.21
67410,0.59,0.19,0.09,0.14
67411,0.12,0.61,0.00,0.26
67412,0.49,0.12,0.13,0.25
67413,0.46,0.16,0.05,0.33
67414,0.59,0.19,0.09,0.14
67415,0.59,0.19,0.09,0.14
67416,0.56,0.06,0.18,0.20
67417,0.50,0.18,0.02,0.30
67418,0.54,0.22,0.04,0.20
67419,0.50,0.18,0.02,0.30
67420,0.49,0.12,0.13,0.25
67421,0.55,0.18,0.10,0.17
67422,0.50,0.18,0.02,0.30
67423,0.50,0.18,0.02,0.30
67424,0.25,0.31,0.28,0.16
67425,0.46,0.16,0.05,0.33
67426,0.48,0.14,0.09,0.28
67427,0.43,0.30,0.07,0.21
67428,0.61,0.15,0.03,0.21
67429,0.49,0.12,0.13,0.25
67430,0.56,0.06,0.18,0.20
67431,0.08,0.77,0.01,0.14
67432,0.43,0.30,0.07,0.21
67433,0.25,0.38,0.06,0.31
67434,0.43,0.30,0.07,0.21
67435,0.49,0.12,0.13,0.25
67436,0.17,0.60,0.01,0.22
67437,0.59,0.19,0.09,0.14
67438,0.59,0.19,0.09,0.14
67439,0.08,0.77,0.01,0.14
67440,0.55,0.21,0.01,0.23
67441,0.12,0.61,0.00,0.26
67442,0.61,0.15,0.03,0.21
67443,0.16,0.69,0.02,0.13
67444,0.58,0.15,0.06,0.21
67445,0.18,0.60,0.01,0.22
67446,0.55,0.18,0.10,0.17
67447,0.56,0.06,0.18,0.20
67448,0.46,0.16,0.05,0.33
67449,0.61,0.15,0.03,0.21
67450,0.61,0.15,0.03,0.21
67451,0.50,0.18,0.02,0.30
67452,0.58,0.15,0.06,0.21
67453,0.43,0.30,0.07,0.21
67454,0.59,0.19,0.09,0.14
67455,0.29,0.27,0.27,0.18
67456,0.55,0.21,0.01,0.23
67457,0.59,0.19,0.09,0.14
67458,0.49,0.12,0.13,0.25
67459,0.46,0.16,0.05,0.33
67460,0.55,0.18,0.10,0.17
67461,0.25,0.38,0.06,0.31
67462,0.46,0.16,0.05,0.33
67463,0.46,0.16,0.05,0.33
67464,0.12,0.61,0.00,0.26
67465,0.50,0.18,0.02,0.30
67466,0.56,0.06,0.18,0.20
67467,0.50,0.18,0.02,0.30
67468,0.29,0.27,0.27,0.18
67469,0.61,0.15,0.03,0.21
67470,0.25,0.38,0.06,0.31
67471,0.50,0.18,0.02,0.30
67472,0.43,0.30,0.07,0.21
67473,0.48,0.14,0.09,0.28
67474,0.12,0.61,0.00,0.26
67475,0.13,0.70,0.01,0.16
67476,0.29,0.27,0.27,0.18
67477,0.56,0.06,0.18,0.20
67478,0.46,0.16,0.05,0.33
67479,0.54,0.22,0.04,0.20
67480,0.43,0.30,0.07,0.21
67481,0.55,0.18,0.10,0.17
67482,0.48,0.14,0.09,0.28
67483,0.27,0.27,0.34,0.12
67484,0.58,0.15,0.06,0.21
67485,0.08,0.77,0.01,0.14
67486,0.56,0.06,0.18,0.20
67487,0.27,0.27,0.34,0.12
67488,0.56,0.06,0.18,0.20
67489,0.61,0.15,0.03,0.21
67490,0.06,0.79,0.06,0.09
67491,0.55,0.18,0.10,0.17
67492,0.50,0.18,0.02,0.30
67493,0.56,0.06,0.18,0.20
67494,0.48,0.14,0.09,0.28
67495,0.49,0.12,0.13,0.25
67496,0.50,0.18,0.02,0.30
67497,0.59,0.19,0.09,0.14
67498,0.18,0.60,0.01,0.22
67499,0.61,0.15,0.03,0.21
67500,0.29,0.27,0.27,0.18
67501,0.13,0.70,0.01,0.16
67502,0.59,0.19,0.09,0.14
67503,0.43,0.30,0.07,0.21
67504,0.06,0.76,0.05,0.13
67505,0.16,0.52,0.03,0.29
67506,0.27,0.27,0.34,0.12
67507,0.25,0.31,0.28,0.16
67508,0.15,0.66,0.02,0.17
67509,0.48,0.14,0.09,0.28
67510,0.48,0.14,0.09,0.28
67511,0.50,0.18,0.02,0.30
67512,0.56,0.06,0.18,0.20
67513,0.55,0.21,0.01,0.23
67514,0.14,0.56,0.02,0.28
67515,0.56,0.06,0.18,0.20
67516,0.55,0.21,0.01,0.23
67517,0.48,0.14,0.09,0.28
67518,0.25,0.38,0.06,0.31
67519,0.48,0.14,0.09,0.28
67520,0.08,0.77,0.01,0.14
67521,0.61,0.15,0.03,0.21
67522,0.58,0.15,0.06,0.21
67523,0.50,0.18,0.02,0.30
67524,0.59,0.19,0.09,0.14
67525,0.55,0.18,0.10,0.17
67526,0.43,0.30,0.07,0.21
67527,0.61,0.15,0.03,0.21
67528,0.12,0.61,0.00,0.26
67529,0.61,0.15,0.03,0.21
67530,0.46,0.16,0.05,0.33
67531,0.27,0.27,0.34,0.12
67532,0.12,0.61,0.00,0.26
67533,0.55,0.21,0.01,0.23
67534,0.06,0.79,0.06,0.09
67535,0.56,0.06,0.18,0.20
67536,0.56,0.06,0.18,0.20
67537,0.55,0.21,0.01,0.23
67538,0.43,0.30,0.07,0.21
67539,0.55,0.18,0.10,0.17
67540,0.61,0.15,0.03,0.21
67541,0.43,0.30,0.07,0.21
67542,0.25,0.38,0.06,0.31
67543,0.49,0.12,0.13,0.25
67544,0.55,0.18,0.10,0.17
67545,0.43,0.30,0.07,0.21
67546,0.58,0.15,0.06,0.21
67547,0.43,0.30,0.07,0.21
67548,0.18,0.60,0.01,0.22
67549,0.16,0.52,0.03,0.29
67550,0.58,0.15,0.06,0.21
67551,0.50,0.18,0.02,0.30
67552,0.46,0.16,0.05,0.33
67553,0.56,0.06,0.18,0.20
67554,0.55,0.18,0.10,0.17
67555,0.25,0.31,0.28,0.16
67556,0.29,0.27,0.27,0.18
67557,0.59,0.19,0.09,0.14
67558,0.55,0.21,0.01,0.23
67559,0.29,0.27,0.27,0.18
67560,0.55,0.21,0.01,0.23
67561,0.55,0.18,0.10,0.17
67562,0.59,0.19,0.09,0.14
67563,0.15,0.66,0.02,0.17
67564,0.59,0.19,0.09,0.14
67565,0.61,0.15,0.03,0.21
67566,0.48,0.14,0.09,0.28
67567,0.50,0.18,0.02,0.30
67568,0.55,0.18,0.10,0.17
67569,0.55,0.21,0.01,0.23
67570,0.50,0.18,0.02,0.30
67571,0.50,0.18,0.02,0.30
67572,0.29,0.27,0.27,0.18
67573,0.55,0.21,0.01,0.23
67574,0.25,0.38,0.06,0.31
67575,0.13,0.67,0.00,0.20
67576,0.46,0.16,0.05,0.33
67577,0.50,0.18,0.02,0.30
67578,0.27,0.27,0.34,0.12
67579,0.43,0.30,0.07,0.21
67580,0.46,0.16,0.05,0.33
67581,0.56,0.06,0.18,0.20
67582,0.46,0.16,0.05,0.33
67583,0.48,0.14,0.09,0.28
67584,0.50,0.18,0.02,0.30
67585,0.46,0.16,0.05,0.33
67586,0.55,0.18,0.10,0.17
67587,0.50,0.18,0.02,0.30
67588,0.55,0.21,0.01,0.23
67589,0.15,0.66,0.02,0.17
67590,0.55,0.21,0.01,0.23
67591,0.25,0.31,0.28,0.16
67592,0.50,0.18,0.02,0.30
67593,0.25,0.31,0.28,0.16
67594,0.58,0.15,0.06,0.21
67595,0.56,0.06,0.18,0.20
67596,0.56,0.06,0.18,0.20
67597,0.55,0.21,0.01,0.23
67598,0.27,0.27,0.34,0.12
67599,0.48,0.14,0.09,0.28
67600,0.50,0.18,0.02,0.30
67601,0.48,0.14,0.09,0.28
67602,0.49,0.12,0.13,0.25
67603,0.48,0.14,0.09,0.28
67604,0.56,0.06,0.18,0.20
67605,0.48,0.14,0.09,0.28
67606,0.50,0.18,0.02,0.30
67607,0.15,0.66,0.02,0.17
67608,0.55,0.18,0.10,0.17
67609,0.50,0.18,0.02,0.30
67610,0.46,0.16,0.05,0.33
67611,0.61,0.15,0.03,0.21
67612,0.12,0.61,0.00,0.26
67613,0.46,0.16,0.05,0.33
67614,0.12,0.56,0.01,0.30
67615,0.43,0.30,0.07,0.21
67616,0.08,0.77,0.01,0.14
67617,0.43,0.30,0.07,0.21
67618,0.49,0.12,0.13,0.25
67619,0.61,0.15,0.03,0.21
67620,0.46,0.16,0.05,0.33
67621,0.49,0.12,0.13,0.25
67622,0.48,0.14,0.09,0.28
67623,0.46,0.16,0.05,0.33
67624,0.50,0.18,0.02,0.30
67625,0.15,0.66,0.02,0.17
67626,0.55,0.21,0.01,0.23
67627,0.18,0.60,0.01,0.22
67628,0.56,0.06,0.18,0.20
67629,0.48,0.14,0.09,0.28
67630,0.56,0.06,0.18,0.20
67631,0.06,0.76,0.05,0.13
67632,0.49,0.12,0.13,0.25
67633,0.13,0.70,0.01,0.16
67634,0.15,0.66,0.02,0.17
67635,0.18,0.60,0.01,0.22
67636,0.59,0.19,0.09,0.14
67637,0.50,0.18,0.02,0.30
67638,0.48,0.14,0.09,0.28
67639,0.46,0.16,0.05,0.33
67640,0.48,0.14,0.09,0.28
67641,0.48,0.14,0.09,0.28
67642,0.56,0.06,0.18,0.20
67643,0.46,0.16,0.05,0.33
67644,0.50,0.18,0.02,0.30
67645,0.08,0.77,0.01,0.14
67646,0.08,0.77,0.01,0.14
67647,0.59,0.19,0.09,0.14
67648,0.27,0.27,0.34,0.12
67649,0.58,0.15,0.06,0.21
67650,0.50,0.18,0.02,0.30
67651,0.58,0.15,0.06,0.21
67652,0.50,0.18,0.02,0.30
67653,0.61,0.15,0.03,0.21
67654,0.17,0.60,0.01,0.22
67655,0.61,0.15,0.03,0.21
67656,0.27,0.27,0.34,0.12
67657,0.46,0.16,0.05,0.33
67658,0.46,0.16,0.05,0.33
67659,0.50,0.18,0.02,0.30
67660,0.58,0.15,0.06,0.21
67661,0.46,0.16,0.05,0.33
67662,0.48,0.14,0.09,0.28
67663,0.46,0.16,0.05,0.33
67664,0.59,0.19,0.09,0.14
67665,0.27,0.27,0.34,0.12
67666,0.56,0.06,0.18,0.20
67667,0.59,0.19,0.09,0.14
67668,0.48,0.14,0.09,0.28
67669,0.55,0.21,0.01,0.23
67670,0.61,0.15,0.03,0.21
67671,0.61,0.15,0.03,0.21
67672,0.50,0.18,0.02,0.30
67673,0.58,0.15,0.06,0.21
67674,0.58,0.15,0.06,0.21
67675,0.43,0.30,0.07,0.21
67676,0.56,0.06,0.18,0.20
67677,0.06,0.76,0.05,0.13
67678,0.50,0.18,0.02,0.30
67679,0.55,0.18,0.10,0.17
67680,0.43,0.30,0.07,0.21
67681,0.43,0.30,0.07,0.21
67682,0.29,0.27,0.27,0.18
67683,0.46,0.16,0.05,0.33
67684,0.49,0.12,0.13,0.25
67685,0.58,0.15,0.06,0.21
67686,0.59,0.19,0.09,0.14
67687,0.49,0.12,0.13,0.25
67688,0.50,0.18,0.02,0.30
67689,0.59,0.19,0.09,0.14
67690,0.55,0.18,0.10,0.17
67691,0.50,0.18,0.02,0.30
67692,0.55,0.21,0.01,0.23
67693,0.27,0.27,0.34,0.12
67694,0.16,0.52,0.03,0.29
67695,0.55,0.21,0.01,0.23
67696,0.58,0.15,0.06,0.21
67697,0.59,0.19,0.09,0.14
67698,0.50,0.18,0.02,0.30
67699,0.56,0.06,0.18,0.20
67700,0.14,0.56,0.02,0.28
67701,0.56,0.06,0.18,0.20
67702,0.55,0.18,0.10,0.17
67703,0.43,0.30,0.07,0.21
67704,0.55,0.18,0.10,0.17
67705,0.48,0.14,0.09,0.28
67706,0.56,0.06,0.18,0.20
67707,0.58,0.15,0.06,0.21
67708,0.12,0.56,0.01,0.30
67709,0.56,0.06,0.18,0.20
67710,0.50,0.18,0.02,0.30
67711,0.61,0.15,0.03,0.21
67712,0.48,0.14,0.09,0.28
67713,0.05,0.80,0.04,0.11
67714,0.59,0.19,0.09,0.14
67715,0.59,0.19,0.09,0.14
67716,0.50,0.18,0.02,0.30
67717,0.50,0.18,0.02,0.30
67718,0.59,0.19,0.09,0.14
67719,0.48,0.14,0.09,0.28
67720,0.15,0.66,0.02,0.17
67721,0.55,0.18,0.10,0.17
67722,0.58,0.15,0.06,0.21
67723,0.14,0.56,0.02,0.28
67724,0.58,0.15,0.06,0.21
67725,0.48,0.14,0.09,0.28
67726,0.50,0.18,0.02,0.30
67727,0.55,0.18,0.10,0.17
67728,0.56,0.06,0.18,0.20
67729,0.50,0.18,0.02,0.30
67730,0.58,0.15,0.06,0.21
67731,0.50,0.18,0.02,0.30
67732,0.29,0.27,0.27,0.18
67733,0.15,0.66,0.02,0.17
67734,0.61,0.15,0.03,0.21
67735,0.55,0.21,0.01,0.23
67736,0.43,0.30,0.07,0.21
